Altitude,Temperature,Humidity,Pressure,Wind Speed
4415,11.850000000000001,62.09431034433307,985.4885353481129,24.484331382393414
2254,33.46,58.935572243393736,1074.755548683086,13.02296013525489
1842,37.58,76.35715762852905,977.7024111267584,19.354706694417185
1064,45.36,55.03872717835673,1089.222489571247,5.008133005825371
4604,9.96,79.4046120377015,987.1236698525598,1.6326900706470182
466,51.34,55.850019773710656,1077.1604999018648,24.52182579074489
875,47.25,74.81018016294578,1041.770981681545,13.877478775519434
6052,-4.520000000000003,40.580128021711076,910.653102986972,27.713246146076138
5883,-2.8299999999999983,45.18108151233169,1012.1050438556663,2.3906615506658713
5389,2.1099999999999994,79.30364770922773,1012.988777539939,1.5462128757844995
3713,18.869999999999997,50.527134838469784,909.707594773029,9.191704414560641
8027,-24.269999999999996,40.532049007794036,1052.4958108200312,22.249641797525758
1715,38.849999999999994,74.30361247955564,1048.3994388776255,2.272783265370273
5990,-3.8999999999999986,40.23523786926068,1053.8853632785774,27.399839202146747
5357,2.4299999999999997,37.66263084487568,911.1278159612848,23.741894207881618
5170,4.299999999999997,59.34402158984942,970.4807605616701,3.019248403890561
391,52.09,33.82815854034925,1000.6918817329679,7.689735121843957
7941,-23.409999999999997,36.92693276926053,1008.1843787679313,11.775118037875766
4585,10.149999999999999,75.72929134243249,1067.5234853741113,14.800008862980405
3146,24.54,63.873036691769904,966.113778274668,29.50833995096132
5037,5.6299999999999955,62.16026361869203,953.1908953754594,19.398306680840626
3011,25.89,44.90025829010903,999.7593692838236,19.98984720753074
4257,13.43,61.1874633835608,1083.1674731033556,12.319642759284116
8414,-28.14,37.17222645303983,988.6238011184298,9.998881123728182
3040,25.599999999999998,43.742434047695696,1046.3027310688965,29.679247741875894
2383,32.17,75.44708615099344,959.3432909227379,4.274009651311156
924,46.76,30.808118290289666,1007.8896175476951,12.823062985530887
4152,14.479999999999997,34.36006785574046,935.9739604599114,28.419859679784512
7608,-20.08,40.09695009757546,1080.5088163511464,16.64500856006268
6505,-9.049999999999997,31.768331919624327,947.7711816412935,13.390507653103832
263,53.37,33.437902863175815,908.29641246495,12.806194964799376
7808,-22.08,54.11856477626261,926.0144894295526,15.218043305841212
6411,-8.11,67.45004212196862,1028.9795227224918,22.56523036640971
1614,39.86,65.40790812230155,953.931602337489,24.822231031301484
2473,31.27,75.62632815915009,914.4790431048132,9.9140952355631
8445,-28.450000000000003,67.42228061013918,951.9860330404698,16.285140221768795
4491,11.089999999999996,74.04961388714713,929.1576207900669,7.872598007248989
8732,-31.320000000000007,63.81286978246039,998.2444030890211,22.25199690655833
1406,41.94,69.60765687934285,1036.0402437479645,19.95317039072659
5377,2.229999999999997,52.0216691540916,974.2085273896911,20.886627238454764
5895,-2.950000000000003,37.80203939590595,1079.7171649276559,14.891406926639746
7895,-22.950000000000003,35.23675818830335,906.5828990486052,8.898002310504946
8830,-32.3,31.210781715548176,1015.8818450747528,12.083910569253899
673,49.269999999999996,50.187240617656386,998.7634791030728,0.9808854478075069
6788,-11.879999999999995,55.56598842349118,918.7705597974843,5.185787344909448
2660,29.4,43.55818540009144,1080.8274956333455,29.00763812590121
3587,20.130000000000003,38.868152580868866,923.6605567391218,11.474435348711616
1879,37.21,78.23826342549474,951.9066068495292,12.19028506945652
1424,41.76,75.75334266928138,907.5163668843815,5.349980939536703
2388,32.120000000000005,68.61769271868042,1059.9725499631613,29.47702984213202
3333,22.67,60.43142239326132,950.1451358107353,12.93336845603127
6609,-10.090000000000003,63.38235183083604,939.0488145390786,18.827787433860806
5344,2.5600000000000023,62.4082963907035,903.9267837080063,16.659838593865814
4251,13.490000000000002,41.46561370740165,992.3242456425317,18.97843444245266
6774,-11.739999999999995,43.838392262381824,976.056813566358,8.274656528980668
3174,24.259999999999998,65.7051249659086,1065.048933598447,1.4507831856972953
7227,-16.269999999999996,32.990193645753344,967.0469999899391,9.75277121486558
4833,7.670000000000002,37.16047031485563,951.0343398637577,10.031145047890936
7870,-22.700000000000003,51.7218632808926,1083.5661785640762,16.172175063879926
7648,-20.480000000000004,72.45249052320986,1019.243376818369,14.104237597294768
4905,6.949999999999996,30.690720254763054,1021.8341687977809,19.220631968307828
482,51.18,57.175183003452474,1081.3254456701911,23.44272738648443
6031,-4.310000000000002,42.89051024041013,978.3245498567466,17.166453935690747
4296,13.04,48.658803683941905,1030.0521564084365,19.2817924834575
5773,-1.730000000000004,43.612568968546846,967.776601009085,19.553103904891568
4063,15.369999999999997,34.2116331478751,941.7090872231041,23.492458466790406
7287,-16.870000000000005,36.30261255375598,994.0686963993817,2.830332806119035
8149,-25.489999999999995,38.610529644348496,1049.3163512551841,5.046907632342364
6260,-6.600000000000001,60.008571323241405,995.4801599777998,28.920073514469507
2635,29.65,48.666691499405154,1046.7838738873968,3.6508176448205107
5736,-1.3599999999999994,68.26325197280794,1039.60899094164,23.04346936770736
5498,1.019999999999996,51.55466047666701,915.6732828105505,20.621012740306764
6446,-8.460000000000008,38.734560822494224,1043.667194815203,21.72264071524164
1310,42.9,70.9252652687475,925.1926206268985,16.559219809254014
3838,17.619999999999997,36.55672645229421,1074.5016754655219,24.341798674106965
420,51.8,61.622768260158665,959.9709046537897,28.009394639340684
71,55.29,74.0730521689527,919.6385832971125,3.467476531225784
3924,16.759999999999998,51.17712871651409,1072.0969496446005,14.431995892697907
6135,-5.350000000000001,78.79373382930618,995.2020465435058,14.597231698011548
277,53.23,74.22299652703042,1084.9031180002971,0.30374040552865744
4777,8.229999999999997,50.21377827093502,974.0970911278068,11.762311633816072
1559,40.41,57.733020290780935,1044.542495173901,13.42195731294936
1657,39.43,70.7848714305354,965.7834118526886,22.594300262725056
8469,-28.689999999999998,63.75026223303793,981.6445482751366,14.365032033122551
6282,-6.82,33.97450865079608,1054.4404312154359,24.63384080732032
6091,-4.910000000000004,77.10672856044377,1006.7941141857175,5.388151971849168
1040,45.6,43.93294882685784,984.3026812333069,2.686153430198863
8749,-31.489999999999995,39.46812714857103,988.7616156654531,27.686777523291664
4911,6.890000000000001,47.90475820068853,1083.7202726365547,19.268653814822283
4927,6.729999999999997,73.40433467601865,945.1250473973179,14.93499331139602
4502,10.979999999999997,58.08355837967245,928.8262369280461,12.208261654443985
1451,41.49,51.28545632094474,1000.3246604659545,27.59451024450745
7862,-22.620000000000005,48.46831388343888,930.6784114459266,14.090756784219165
7487,-18.870000000000005,59.85294527986203,1035.9260636811043,13.843017961336049
3298,23.019999999999996,63.65551792522904,933.8842563351474,18.51608394139277
623,49.769999999999996,73.54188396648783,983.4847016728773,18.319747289461944
4256,13.439999999999998,68.67602066452329,983.5255478192502,2.865213637200924
2466,31.34,62.1949839334535,1039.1124764251213,18.868578031574497
6513,-9.129999999999995,47.49234337380337,980.0187168548126,9.833314162936272
6206,-6.060000000000002,77.24421755247417,1049.5462892650453,10.358779097988633
2736,28.64,74.86049453024668,1026.6911581456286,7.5480652762065485
5181,4.189999999999998,39.14740580339331,929.6453485982171,9.666860315703111
1472,41.28,52.01465230250004,1059.1478234018914,0.06332850878705609
8065,-24.650000000000006,43.017988461953344,920.6347285968768,29.168747055859452
1212,43.879999999999995,40.91379790161595,929.0214970508229,2.6624581195880515
8510,-29.10000000000001,71.43104608627796,1098.3249870559443,0.2823592814490705
7560,-19.60000000000001,54.69395550813576,961.6150559681303,5.050101854029007
1017,45.83,79.38698487099845,901.1053414206076,6.120211823466049
3392,22.08,49.31338045070738,969.9967579919673,0.12718406920551373
3743,18.57,57.83673682886273,917.19873590443,20.39770886262734
6597,-9.969999999999999,74.62443233017535,987.753520884008,10.43292291926521
1577,40.230000000000004,66.08758207083545,950.9533116257592,16.409102427732797
1449,41.51,42.07670733080501,976.7799941025917,11.183516996048732
7278,-16.78,31.472846911274267,967.7192244949784,1.497693800531571
3760,18.4,77.30462038853004,966.454708031014,28.93634826113678
3914,16.86,73.99134616418897,945.6582651256005,21.67300401372124
709,48.91,75.14748964246182,1032.900097603797,7.899219609257429
1426,41.74,67.33663164693118,905.2333787305065,12.308176641712315
1285,43.15,46.347716000349855,1048.0126839465934,22.58286701061651
7754,-21.540000000000006,46.83747620496068,972.7049555586598,11.25027544171319
5561,0.39000000000000057,43.169166275602166,974.361416920751,10.406035457991985
6025,-4.25,42.865295425439854,1072.5416764238828,13.90722264873383
8499,-28.989999999999995,48.05277399403837,1077.050307848254,4.450178744432808
3243,23.57,50.14671286687556,942.8980719366363,8.95110671102701
2668,29.32,51.82604125957102,935.1872818863385,21.825161920093784
2600,30.0,44.891934645077285,1004.4802556710375,15.612504487046863
359,52.41,61.21189982545553,904.17894319045,4.32751700923475
5606,-0.060000000000002274,68.16905773421738,923.5018372252272,17.676546063962352
4291,13.089999999999996,77.55946689788956,931.2293850645598,9.095043381865311
2775,28.25,72.55042331910357,1031.3637649299806,12.840375831292565
2283,33.17,47.6782508449069,967.1432679473068,12.682818400279563
4201,13.990000000000002,63.83834136606003,1041.678435340379,24.056872289223822
7129,-15.290000000000006,45.27015469517621,934.876229313867,11.107063660637387
5188,4.119999999999997,78.62699240715062,1082.0310160756617,20.524610938757966
1418,41.82,59.50879095829685,1099.9296825607519,28.286972896744842
8505,-29.049999999999997,61.67018536337618,1003.1574515358521,17.220287181377827
2751,28.49,45.76218547882312,901.0250078592022,10.791952373173082
4379,12.21,45.78235597394021,1061.2709768466,4.282707905120527
34,55.66,35.89630968622194,921.0452085813014,16.273573074601334
6755,-11.549999999999997,59.356242041924375,987.0295309183298,28.770209612623233
7520,-19.200000000000003,67.74448306077923,1065.4797079948255,16.93780042856996
5813,-2.1300000000000026,70.02112243267752,940.9776055082672,12.509781739039353
754,48.46,70.52979198072944,915.8253712033584,18.74852362603801
7920,-23.200000000000003,70.68817245099544,959.9403545372272,9.529916187807556
4848,7.519999999999996,48.831407027674196,1038.7315904804434,19.204626274351988
6652,-10.519999999999996,59.64794708884105,1033.1835018885138,13.712160519305126
2715,28.849999999999998,60.268962971590156,1046.577011555179,5.324992997611591
3653,19.47,43.09497704713078,1061.778934488825,7.042148166099073
4254,13.46,45.89329848954827,1054.2595311874263,22.299509602366385
6806,-12.060000000000002,71.03331435663372,981.2256444665269,29.887782602844243
2635,29.65,76.44948988279515,999.4634950110053,21.354708813677984
2234,33.66,44.02252073430307,1090.0597247639755,18.445334722633437
7819,-22.189999999999998,48.32518207868037,996.3617031880904,12.703425383985623
1123,44.769999999999996,43.0670912002293,971.9787031085525,2.616870458010453
2081,35.19,41.57606863100006,901.6691290040784,4.5371913663993
6180,-5.800000000000004,34.03351749396006,946.6852920169938,27.989895260671116
6200,-6.0,52.16596328076071,1069.5966575753268,17.681361053905565
8331,-27.310000000000002,72.93367728006609,1052.6590709412183,11.793516367478617
7997,-23.97,43.4180874079247,1003.4489034041584,4.747926022924524
2326,32.739999999999995,47.82965424557372,981.247835523829,5.778025477001228
4776,8.240000000000002,77.4395016338174,1078.2742693102346,17.262068463259304
1621,39.79,65.22331013988887,1053.5992531125155,14.819948881231719
6274,-6.740000000000002,68.30637563937543,979.8273226184949,23.05343606344382
8755,-31.549999999999997,64.86927429976873,939.1939611098188,26.001860678737152
2883,27.169999999999998,62.24619699965236,1069.6690044571485,12.549772476915534
4954,6.460000000000001,38.98295835939811,958.1113370474765,14.480755675511826
7514,-19.14,47.08036688761075,1044.4288339354218,3.4113341418736773
5364,2.3599999999999994,64.13288039475378,1035.58427094942,6.113105732737329
7145,-15.450000000000003,71.11801387807475,949.3624763832379,22.08959333269548
2441,31.59,79.17496443055268,1087.343639335939,18.1097217361828
7506,-19.060000000000002,57.52600054290572,1065.0828968800445,20.040719237190334
4382,12.18,77.8316953614927,973.6581226048281,5.6552767909283705
5506,0.9399999999999977,62.423849910764524,1050.9966684094088,12.676536007090508
8404,-28.040000000000006,53.63581915488105,1066.4748340095898,11.509834890217615
2785,28.15,51.2049471735001,1013.6202687617973,8.196285179463441
3034,25.66,39.92677530901362,951.1638611048513,12.626571032659307
5257,3.4299999999999997,48.01214623808121,939.3096598233653,27.98877969361333
6439,-8.39,53.895256585646976,905.5661465490905,3.360676497699618
913,46.87,38.9748525916319,913.3106231948805,26.41378198371178
2236,33.64,44.30278852899173,987.3819270671731,3.021364368992275
1720,38.8,51.10885917386922,923.9583361530771,8.757443760941957
8531,-29.310000000000002,57.0431102309161,979.0527759021085,11.280293002465084
6011,-4.109999999999999,47.52931191956699,1080.065898449816,2.2400956307344777
5558,0.4200000000000017,59.96038177039587,953.278583358559,25.303873755690397
3760,18.4,57.91718749886431,985.8063162642134,12.53834882597364
5749,-1.490000000000002,69.39904798962927,1038.8732702069403,10.093302675363047
2586,30.14,58.79322888341187,907.052184555802,19.806530729096828
2769,28.31,69.78106949864329,976.1550560061314,26.305604042094302
3883,17.17,36.37005181153205,946.0826839891738,1.3558383178724043
5872,-2.719999999999999,34.08110861052882,1002.2901137194305,26.3413520185783
2341,32.59,76.26041911397994,1018.7191352861043,11.809456809779915
6098,-4.980000000000004,32.716108778481754,913.1917541385775,19.300007160407706
2964,26.36,35.14166553147647,1052.4561255321075,6.213075892670696
709,48.91,34.49902930364211,1015.5339469830308,25.234554768124465
4337,12.630000000000003,45.57786833655186,946.209842312898,14.831566105287452
8208,-26.08,38.01505609030024,926.1447364493785,29.48890604739359
10,55.9,37.74906419205356,945.0772671571405,11.90492696519529
3946,16.54,65.29329452074143,1073.7321649184257,15.725252757407963
6151,-5.509999999999998,79.35830719998341,951.9019640272891,9.268449959006059
4374,12.259999999999998,36.332514073195604,1014.370171722474,3.779189207603885
5176,4.240000000000002,63.50259404476111,931.0476679181867,0.2472608474618998
3572,20.28,48.81316887809655,1043.4859523974692,19.32085799613481
15,55.85,76.15556273119654,1042.255364550999,26.222126312986298
5222,3.780000000000001,46.776643577583314,1001.4483346308182,4.617573925449626
5526,0.740000000000002,65.88263613923462,1053.630976078862,28.82214510607672
7246,-16.460000000000008,72.81904896380576,1021.4786563220943,26.065719466954462
7391,-17.909999999999997,33.6833064144491,979.2137834336179,12.85746911433412
1455,41.45,33.58478796785054,920.0862913745192,25.464566814784856
4350,12.5,48.628725818916074,975.4100002882205,10.789303827061028
1734,38.66,33.706617174200744,1066.8115803458704,5.066645184916804
7690,-20.900000000000006,48.09164846537861,947.9662521206795,4.036944272204943
612,49.88,57.72263279884087,956.8637671308975,19.242002792479926
884,47.16,66.60739307457104,1093.690747009749,15.86031449603167
1547,40.53,66.7833924293036,955.2252698257249,14.506545457578
8468,-28.680000000000007,45.55051978009347,959.8251001255536,1.3429385792983606
3506,20.939999999999998,36.7145778255131,1078.4995194524042,1.298592595789566
8372,-27.72,67.22813342410217,1045.7937512045346,0.9747884262340356
2249,33.51,51.47945516942514,1097.9586722138345,15.695793987025016
4364,12.36,68.54225328544392,1076.2346311896451,0.8692319974022233
6609,-10.090000000000003,55.80670357409686,990.462395334459,26.83328398192843
6812,-12.120000000000005,37.58445742076537,1020.6500812968455,27.94813199350827
137,54.63,62.49989415410062,1036.0523853195893,27.051368256225082
1960,36.4,56.52071274014136,923.4426367095815,5.078841092984094
1590,40.1,72.48403102877113,1085.0825138756818,1.908372971147636
1602,39.980000000000004,70.52595184023048,1072.7537540361395,1.4380886026970074
3941,16.589999999999996,51.570872435917295,957.6513870610626,16.909155223962237
1936,36.64,32.181054423455485,981.6341409417372,15.193396002562928
7430,-18.299999999999997,62.092244155240124,1043.040284552722,13.704448392902863
7894,-22.939999999999998,40.643034320869575,1041.7744434602405,20.364013032279374
515,50.85,75.01994181911024,969.2230071594112,10.956159476338154
5604,-0.03999999999999915,63.96416172878215,923.9219018832919,2.977746330761577
7345,-17.450000000000003,60.40341760354812,1025.1858533452594,17.896749364219993
1091,45.09,63.02027783397731,1068.750812511792,2.7073518974750312
1750,38.5,37.47087631757742,1031.620696000325,8.468889278459883
1785,38.15,42.922147780676326,1076.3994739909426,8.354174059872598
7984,-23.840000000000003,74.62550840300875,969.2865650930173,26.681391068144446
5614,-0.14000000000000057,66.45054474153528,930.2800851927542,22.41969107340811
4105,14.949999999999996,38.98122507739212,1026.4514497630464,23.577663247763144
4709,8.909999999999997,61.473305912797294,1032.1309143221447,5.516892963233609
6941,-13.409999999999997,48.32719093124712,1089.4194582467055,2.964333826714168
2020,35.8,45.292153646824715,994.6497801064687,24.129576551840557
3109,24.91,75.48703725705744,951.2390092153994,8.731579238881498
1492,41.08,54.59580381137351,991.5059162490412,25.253180288559598
4094,15.060000000000002,75.33147709629205,962.8607442936393,26.601325189207955
8487,-28.870000000000005,62.57925478814061,1060.1783971946722,3.4771245557530186
1764,38.36,32.31724463455363,948.0165582500164,3.351425255078392
1864,37.36,67.27037377215886,918.1318846236497,27.78501252075169
7791,-21.909999999999997,76.72485363928163,1046.6977718896483,27.30368219278957
6725,-11.25,75.82941651563783,984.730044082918,0.4067194347141678
984,46.16,46.752306832342285,1066.5311677625705,23.71282965004493
